Location,Station_ID,Transect,Distance,Long,Lat,Dist_urban (m),Dist_roads (m),Dist_edge (m),Elev (m),
White Slough,WSL_T2_80,T2,80,-122.2634,38.1320,90.8615,56.5616,20.6000,1.5635,
White Slough,WSL_T2_100,T2,100,-122.2636,38.1321,112.9438,78.6237,16.8917,1.7039,
White Slough,WSL_T2_120,T2,120,-122.2638,38.1322,133.4034,99.0694,13.2115,1.7223,
White Slough,WSL_T2_140,T2,140,-122.2640,38.1323,153.1910,118.7905,21.4278,1.7365,
White Slough,WSL_T2_160,T2,160,-122.2643,38.1324,174.2114,139.7709,28.8925,1.5866,
White Slough,WSL_T2_180,T2,180,-122.2645,38.1324,193.1501,158.6526,34.4652,1.6427,
White Slough,WSL_T2_200,T2,200,-122.2647,38.1325,210.9200,176.3519,32.7168,1.6365,
Whittell,WHT_T1_20,T1,20,-122.3557,38.0068,721.7374,719.1354,28.8237,1.9417,
Whittell,WHT_T1_40,T1,40,-122.3555,38.0069,720.3459,723.7428,48.7628,1.7941,
Whittell,WHT_T1_60,T1,60,-122.3553,38.0070,719.3946,728.7619,68.7141,1.7504,
Whittell,WHT_T1_80,T1,80,-122.3551,38.0070,718.7446,734.4118,88.6398,1.7646,
Whittell,WHT_T1_100,T1,100,-122.3549,38.0071,718.0559,740.4353,90.8839,1.7729,
Whittell,WHT_T1_120,T1,120,-122.3547,38.0072,717.3673,746.8274,89.5355,1.7818,
Whittell,WHT_T1_140,T1,140,-122.3545,38.0073,716.5820,753.5870,90.9364,1.7849,
Whittell,WHT_T1_160,T1,160,-122.3543,38.0073,716.2299,760.9226,96.6561,1.7840,
Whittell,WHT_T1_180,T1,180,-122.3541,38.0074,716.4378,768.7102,83.3259,1.7950,
Whittell,WHT_T2_20,T2,20,-122.3584,38.0055,733.7045,671.0884,1.4474,2.1426,
Whittell,WHT_T2_40,T2,40,-122.3584,38.0056,750.5550,689.3960,4.6430,2.0975,
Whittell,WHT_T2_60,T2,60,-122.3585,38.0058,767.5309,707.7495,14.9777,1.8548,
Whittell,WHT_T2_80,T2,80,-122.3585,38.0060,784.6788,726.2227,29.5200,1.7788,
Whittell,WHT_T2_100,T2,100,-122.3585,38.0062,801.8749,744.6069,46.9342,1.7864,
Whittell,WHT_T2_120,T2,120,-122.3586,38.0064,819.1962,762.9999,56.6619,1.8102,
Whittell,WHT_T2_140,T2,140,-122.3586,38.0065,836.7237,781.5546,59.9769,1.8048,
Whittell,WHT_T2_160,T2,160,-122.3586,38.0067,854.3252,800.1293,66.0233,1.8173,
Whittell,WHT_T2_180,T2,180,-122.3587,38.0069,872.0679,818.8238,74.1441,1.8205,
Winter Island,WIN_T1_20,T1,20,-121.8489,38.0474,1974.0742,2339.8978,40.4942,,
Winter Island,WIN_T1_40,T1,40,-121.8489,38.0473,1954.1744,2320.1499,51.9250,,
Winter Island,WIN_T1_60,T1,60,-121.8491,38.0472,1939.2697,2307.8247,70.9773,,
Winter Island,WIN_T1_80,T1,80,-121.8492,38.0470,1921.1139,2291.6621,89.8490,,
Winter Island,WIN_T1_100,T1,100,-121.8493,38.0469,1903.3422,2276.0165,106.8256,,
